15,1955,计算机,1193435061
15,100365,计算机,1425876220
15,100365,计算机,1425876220
15,100365,计算机,1425876220
23,150,艺术,1148672905
68,2174,商业管理,1249808064
68,2174,计算机,1249808102
73,107999,计算机,1430799184
73,107999,计算机,1430799184
73,107999,计算机,1430799184
73,111624,金融,1431584497
73,111624,计算机,1431584497
73,111624,商业管理,1431584497
73,130682,计算机,1432523704
73,130682,计算机,1432523704
73,130682,计算机,1432523704
77,1199,计算机,1163220043
77,2968,金融,1163220138
77,2968,商业管理,1163220039
84,296,计算机,1429911417
84,296,计算机,1429911417
84,296,计算机,1429911417
94,1131,计算机,1291781542
94,1131,计算机,1291781538
132,27255,计算机,1283581045
132,27255,计算机,1283581045
132,27255,计算机,1283581045
138,260,商业管理,1440379022
138,260,艺术,1440379018
138,1258,计算机,1440380361
138,1258,计算机,1440380355
138,1258,计算机,1440380357
138,1258,计算机,1440380352
138,1704,计算机,1440380467
138,1704,艺术,1440380463
138,1704,计算机,1440380466
138,1704,计算机,1440380470
138,109487,互联网,1440379984
138,109487,商业管理,1440380001
138,109487,商业管理,1440379977
138,109487,医学健康,1440379991
138,109487,工程,1440379996
138,109487,医学健康,1440379925
138,109487,计算机,1440380500
138,109487,计算机,1440380008
138,109487,计算机,1440379993
138,109487,计算机,1440379974
138,109487,经济,1440379981
138,109487,商业管理,1440379968
149,121231,商业管理,1436920551
149,121231,经济,1436920551
149,121231,商业管理,1436920551
176,104841,数学与统计,1384107184
179,260,数学与统计,1436669973
179,260,社会,1436669968
187,2082,哲学,1233517175
200,260,文学,1437932756
200,260,文学,1437932763
212,1061,哲学,1253930128
212,1061,哲学,1253930131
212,1061,哲学,1253930149
212,1732,哲学,1253929373
212,1732,哲学,1253929372
212,1732,哲学,1253929376
212,2359,心理,1253930034
212,2641,环境与地球,1253930390
212,2641,环境与地球,1253930395
212,2641,环境与地球,1253930399
212,27904,法律,1253931241
212,27904,法律,1253931234
212,27904,艺术,1253931244
257,3030,艺术,1338084833
257,3030,艺术,1338084822
277,104283,艺术,1463916484
297,104,艺术,1318706504
297,1103,艺术,1318706182
297,2502,艺术,1318706118
313,153,艺术,1168879424
313,293,艺术,1168878292
313,1036,计算机,1168878388
313,1042,计算机,1146477133
313,1120,计算机,1146477118
313,1200,计算机,1146477102
313,1291,艺术,1146476308
313,1610,金融,1146476692
313,1617,金融,1168878593
313,2273,计算机,1146477049
313,2329,计算机,1146477033
313,2600,计算机,1168879003
313,2985,商业管理,1168878743
313,2989,计算机,1168878972
314,260,艺术,1437338154
314,260,艺术,1437338150
314,260,艺术,1437338139
314,260,艺术,1437338130
346,1036,艺术,1159734488
346,1199,语言,1159734421
346,1274,语言,1159734245
346,2019,语言,1159734734
346,2571,语言,1159734634
346,2571,语言,1159734636
346,2924,语言,1159734502
346,2997,语言,1159734363
346,26554,语言,1159734706
346,26554,语言,1159734706
346,26585,语言,1159734379
347,1721,语言,1463337171
364,232,语言,1444531181
364,232,语言,1444531177
364,232,语言,1444531178
364,232,语言,1444531186
364,232,计算机,1444531173
364,293,电子,1444534872
364,293,计算机,1444534872
364,293,计算机,1444534887
364,1176,计算机,1444528969
364,1176,商业管理,1444528955
364,1176,商业管理,1444528944
364,1176,商业管理,1444528941
364,1176,商业管理,1444528947
364,1210,计算机,1444529881
364,1210,商业管理,1444529879
364,1210,商业管理,1444529892
364,1210,计算机,1444529867
364,1210,商业管理,1444529889
364,1210,计算机,1444529879
364,1210,计算机,1444529864
364,1210,计算机,1444529869
364,1210,计算机,1444529899
364,1210,计算机,1444529884
364,1265,计算机,1444530190
364,1265,计算机,1444530207
364,1265,计算机,1444530216
364,1265,计算机,1444530195
364,1265,计算机,1444530199
364,1265,计算机,1444530209
364,1265,计算机,1444530200
364,1265,计算机,1444530219
364,1265,计算机,1444530228
364,1265,计算机,1444530203
364,1732,计算机,1444535166
364,1732,计算机,1444535201
364,1732,计算机,1444535170
364,1732,计算机,1444535205
364,1732,计算机,1444535198
364,1732,计算机,1444535172
364,1732,计算机,1444535164
364,2068,计算机,1444530920
364,2068,计算机,1444530913
364,2424,计算机,1444530521
364,2424,计算机,1444530524
364,2424,计算机,1444530516
364,2424,计算机,1444530517
364,2424,计算机,1444530529
364,2424,计算机,1444530527
364,26614,计算机,1444534834
364,26662,计算机,1444530775
364,26662,语言,1444530771
